genome_refseq_accession,protein_name,protein_refseq_accession
GCF_027744805.1,ATXN2,XP_054631094.1
GCF_027744805.1,ATXN2,XP_054631092.1
GCF_900408965.1,ATXN2,XP_039906949.1
GCF_027744805.1,ATXN2,XP_054631093.1
GCF_001858045.2,ATXN2,XP_005473497.1
GCF_900408965.1,ATXN2,XP_039906946.1
GCF_027744805.1,ATXN2,XP_054631086.1
GCF_001858045.2,ATXN2,XP_005473494.1
GCF_001858045.2,ATXN2,XP_005473493.1
GCF_001858045.2,ATXN2,XP_013130324.1
GCF_027744805.1,ATXN2,XP_054631091.1
GCF_027744805.1,ATXN2,XP_054631088.1
GCF_002204375.1,ATXN2,XP_021488861.1
GCF_027744805.1,ATXN2,XP_054631087.1
GCF_000004195.4,ATXN2,KAE8635277.1
GCF_027744805.1,ATXN2,XP_054631084.1
GCF_027744805.1,ATXN2,XP_054631099.1
GCF_027744805.1,ATXN2,XP_054631083.1
GCF_001858045.2,ATXN2,XP_005473498.1
GCF_001858045.2,ATXN2,XP_005473495.1
GCF_027744805.1,ATXN2,XP_054631089.1
GCF_005870125.1,ATXN2,XP_031362079.1
GCF_027744805.1,ATXN2,XP_054631085.1
GCF_005870125.1,ATXN2,XP_031362078.1
GCF_005870125.1,ATXN2,XP_031362080.1
GCF_000004195.4,ATXN2,KAE8635278.1
GCF_027595985.1,ATXN2,XP_055002583.1
GCF_011764305.1,ATXN2,CAI5649904.1
GCF_016699485.2,ATXN2,XP_046757240.1
GCF_000090745.2,ATXN2,XP_016852596.1
GCF_016699485.2,ATXN2,XP_046757239.1
GCF_027744805.1,ATXN2,XP_054631096.1
GCF_000004195.4,ATXN2,KAE8635279.1
GCF_000247695.1,ATXN2,EHA97636.1
GCF_900408965.1,ATXN2,XP_039906951.1
GCF_011764305.1,ATXN2,CAI5649907.1
GCF_011764305.1,ATXN2,CAI5649906.1
GCF_011764305.1,ATXN2,CAI5649910.1
GCF_011764305.1,ATXN2,CAI5649908.1
GCF_001858045.2,ATXN2,XP_005473499.1
GCF_011764305.1,ATXN2,CAI5649909.1
GCF_000090745.2,ATXN2,XP_008115712.1
GCF_002863925.1,ATXN2,XP_023471827.1
GCF_011100635.1,ATXN2,XP_036593806.1
GCF_027744805.1,ATXN2,XP_054631097.1
GCF_020740685.1,ATXN2,XP_004670290.1
GCF_020740685.1,ATXN2,XP_004670291.1
GCF_019393635.1,ATXN2,XP_043823569.1
GCF_027887165.1,ATXN2,XP_001369039.2
GCF_002863925.1,ATXN2,XP_023471828.1
GCF_902635505.1,ATXN2,XP_023353637.1
GCF_000151735.1,ATXN2,XP_012997209.1
GCF_002863925.1,ATXN2,XP_023471823.1
GCF_002863925.1,ATXN2,XP_023471822.1
GCF_011100635.1,ATXN2,XP_036593805.1
GCF_002863925.1,ATXN2,XP_023471820.1
GCF_000151735.1,ATXN2,XP_012997210.1
GCF_000001635.27,ATXN2,XP_030098385.1
GCF_003426925.1,ATXN2,XP_026247843.1
GCF_000001635.27,ATXN2,EDL17379.1
GCF_020740685.1,ATXN2,XP_044986753.1
GCF_020740685.1,ATXN2,XP_044986756.1
GCF_001890085.2,ATXN2,XP_019504039.1
GCF_023159225.1,ATXN2,XP_048189113.1
GCF_020740685.1,ATXN2,XP_044986757.1
GCF_020740685.1,ATXN2,XP_044986755.1
GCF_020740685.1,ATXN2,XP_044986758.1
GCF_020740685.1,ATXN2,XP_004670287.1
GCF_014176215.1,ATXN2,XP_016010436.1
GCF_020740685.1,ATXN2,XP_044986754.1
GCF_020740685.1,ATXN2,XP_004670292.1
GCF_014176215.1,ATXN2,KAF6439812.1
GCF_020740685.1,ATXN2,XP_044986760.1
GCF_027887165.1,ATXN2,XP_007499518.1
GCF_027887165.1,ATXN2,XP_007499517.1
GCF_020740685.1,ATXN2,XP_004670289.1
GCF_014176215.1,ATXN2,XP_016010437.1
GCF_001890085.2,ATXN2,XP_019504041.1
GCF_020740685.1,ATXN2,XP_004670288.1
GCF_027887165.1,ATXN2,XP_007499515.1
GCF_003426925.1,ATXN2,XP_026247839.1
GCF_015220235.1,ATXN2,XP_037670162.1
GCF_027887165.1,ATXN2,XP_007499516.1
GCF_020740685.1,ATXN2,XP_044986751.1
GCF_902635505.1,ATXN2,XP_012398739.2
GCF_000001635.27,ATXN2,NP_898841.1
GCF_020740685.1,ATXN2,XP_044986749.1
GCF_902635505.1,ATXN2,XP_023353636.1
GCF_902635505.1,ATXN2,XP_031818919.1
GCF_000001635.27,ATXN2,XP_006507788.1
GCF_023159225.1,ATXN2,XP_048189115.1
GCF_000151735.1,ATXN2,XP_023416606.1
GCF_021288785.2,ATXN2,XP_045731201.1
GCF_902635505.1,ATXN2,XP_023353638.1
GCF_000151735.1,ATXN2,XP_023416605.1
GCF_002204375.1,ATXN2,XP_021491519.1
GCF_000001635.27,ATXN2,EDL17384.1
GCF_000151735.1,ATXN2,XP_023416603.1
GCF_000151735.1,ATXN2,XP_023416602.1
GCF_020740685.1,ATXN2,XP_044986752.1
GCF_014176215.1,ATXN2,KAF6439807.1
GCF_000151735.1,ATXN2,XP_023416599.1
GCF_017639785.1,ATXN2,XP_005064483.1
GCF_002204375.1,ATXN2,XP_021491520.1
GCF_000151735.1,ATXN2,XP_012997211.1
GCF_023065955.2,ATXN2,XP_048080444.1
GCF_000622305.1,ATXN2,XP_008822167.1
GCF_000001635.27,ATXN2,XP_030098380.1
GCF_907164565.1,ATXN2,XP_055483358.1
GCF_011100635.1,ATXN2,XP_036593809.1
GCF_000955945.1,ATXN2,XP_011943663.1
GCF_000151735.1,ATXN2,XP_012997208.1
GCF_003426925.1,ATXN2,XP_026247845.1
GCF_017639785.1,ATXN2,XP_005064484.1
GCF_003426925.1,ATXN2,XP_026247837.1
GCF_018350175.1,ATXN2,XP_023102864.2
GCF_023159225.1,ATXN2,XP_048189106.1
GCF_000622305.1,ATXN2,XP_008822168.1
GCF_003426925.1,ATXN2,XP_026247838.1
GCF_003426925.1,ATXN2,XP_026247834.1
GCF_000001635.27,ATXN2,XP_030098381.1
GCF_002099425.1,ATXN2,XP_020862208.1
GCF_000001635.27,ATXN2,XP_030098378.1
GCF_000151735.1,ATXN2,XP_012997205.1
GCF_000001635.27,ATXN2,XP_030098383.1
GCF_014176215.1,ATXN2,XP_036081306.1
GCF_000001635.27,ATXN2,NP_001334587.1
GCF_023159225.1,ATXN2,XP_048189114.1
GCF_014176215.1,ATXN2,XP_036081318.1
GCF_014176215.1,ATXN2,XP_036081313.1
GCF_023159225.1,ATXN2,XP_048189110.1
GCF_023159225.1,ATXN2,XP_048189117.1
GCF_001890085.2,ATXN2,XP_019504040.1
GCF_003426925.1,ATXN2,XP_026247849.1
GCF_000001635.27,ATXN2,XP_030098379.1
GCF_014176215.1,ATXN2,XP_036081308.1
GCF_014176215.1,ATXN2,XP_036081312.1
GCF_001890085.2,ATXN2,XP_019504043.1
GCF_014176215.1,ATXN2,XP_036081311.1
GCF_003426925.1,ATXN2,XP_026247844.1
GCF_014176215.1,ATXN2,KAF6439802.1
GCF_027595985.1,ATXN2,XP_054991358.1
GCF_002204375.1,ATXN2,XP_021491522.1
GCF_014176215.1,ATXN2,XP_036081319.1
GCF_001890085.2,ATXN2,XP_019504037.1
GCF_002204375.1,ATXN2,XP_021491521.1
GCF_014176215.1,ATXN2,KAF6439811.1
GCF_014176215.1,ATXN2,XP_036081321.1
GCF_003426925.1,ATXN2,XP_026247840.1
GCF_001890085.2,ATXN2,XP_019504035.1
GCF_023159225.1,ATXN2,XP_048189108.1
GCF_014176215.1,ATXN2,XP_016010443.1
GCF_001890085.2,ATXN2,XP_019504042.1
GCF_003426925.1,ATXN2,XP_026247836.1
GCF_014176215.1,ATXN2,XP_036081316.1
GCF_014176215.1,ATXN2,XP_036081323.1
GCF_015220235.1,ATXN2,XP_037670159.1
GCF_014176215.1,ATXN2,XP_036081314.1
GCF_014176215.1,ATXN2,KAF6439801.1
GCF_023159225.1,ATXN2,XP_048189102.1
GCF_014176215.1,ATXN2,XP_016010444.1
GCF_000001635.27,ATXN2,XP_006507785.1
GCF_003426925.1,ATXN2,XP_026247835.1
GCF_014176215.1,ATXN2,XP_036081325.1
GCF_015220235.1,ATXN2,XP_037670163.1
GCF_001890085.2,ATXN2,XP_019504032.1
GCF_014176215.1,ATXN2,XP_016010435.1
GCF_015220235.1,ATXN2,XP_037670164.1
GCF_023159225.1,ATXN2,XP_048189107.1
GCF_001890085.2,ATXN2,XP_019504038.1
GCF_015220235.1,ATXN2,XP_037670161.1
GCF_023159225.1,ATXN2,XP_048189116.1
GCF_023159225.1,ATXN2,XP_048189121.1
GCF_023159225.1,ATXN2,XP_048189120.1
GCF_002204375.1,ATXN2,XP_021491514.1
GCF_015220235.1,ATXN2,XP_037670160.1
GCF_000001635.27,ATXN2,XP_030098376.1
GCF_015220235.1,ATXN2,XP_037670156.1
GCF_000001635.27,ATXN2,XP_006507784.1
GCF_000001635.27,ATXN2,XP_006507783.1
GCF_001890085.2,ATXN2,XP_019504034.1
GCF_001890085.2,ATXN2,XP_019504036.1
GCF_907164565.1,ATXN2,XP_055483361.1
GCF_023159225.1,ATXN2,XP_048189109.1
GCF_000001635.27,ATXN2,NP_001348416.1
GCF_000004195.4,ATXN2,KAE8577549.1
GCF_000955945.1,ATXN2,XP_011943607.1
GCF_002204375.1,ATXN2,XP_021491517.1
GCF_018350175.1,ATXN2,XP_023102862.2
GCF_023159225.1,ATXN2,XP_048189105.1
GCF_000001635.27,ATXN2,XP_036008906.1
GCF_017639785.1,ATXN2,XP_012970894.1
GCF_017639785.1,ATXN2,XP_021084707.1
GCF_000001635.27,ATXN2,XP_030098377.1
GCF_017639785.1,ATXN2,XP_021084699.1
GCF_027595985.1,ATXN2,XP_054991357.1
GCF_000955945.1,ATXN2,XP_011943573.1
GCF_023159225.1,ATXN2,XP_048189112.1
GCF_907164565.1,ATXN2,XP_055483356.1
GCF_003426925.1,ATXN2,XP_026247841.1
GCF_002204375.1,ATXN2,XP_021491511.1
GCF_017639785.1,ATXN2,XP_040610400.1
GCF_017639785.1,ATXN2,XP_021084712.1
GCF_011100635.1,ATXN2,XP_036593807.1
GCF_000622305.1,ATXN2,XP_017651296.1
GCF_000247695.1,ATXN2,XP_012931886.1
GCF_000622305.1,ATXN2,XP_017651297.1
GCF_000004195.4,ATXN2,XP_031748418.1
GCF_002863925.1,ATXN2,XP_023471821.1
GCF_002204375.1,ATXN2,XP_021491516.1
GCF_000955945.1,ATXN2,XP_011943669.1
GCF_000622305.1,ATXN2,XP_017651294.1
GCF_000622305.1,ATXN2,XP_017651293.1
GCF_000622305.1,ATXN2,XP_017651291.1
GCF_000955945.1,ATXN2,XP_011943624.1
GCF_907164565.1,ATXN2,XP_055483359.1
GCF_000955945.1,ATXN2,XP_011943589.1
GCF_017639785.1,ATXN2,XP_021084714.1
GCF_002204375.1,ATXN2,XP_021491518.1
GCF_000622305.1,ATXN2,XP_029414885.1
GCF_907164565.1,ATXN2,XP_055483357.1
GCF_002204375.1,ATXN2,XP_021491513.1
GCF_000955945.1,ATXN2,XP_011943632.1
GCF_000004195.4,ATXN2,NP_001135685.1
GCF_000955945.1,ATXN2,XP_011943686.1
GCF_017639785.1,ATXN2,XP_040610392.1
GCF_000955945.1,ATXN2,XP_011943617.1
GCF_017639785.1,ATXN2,XP_021084681.1
GCF_017639785.1,ATXN2,XP_040610394.1
GCF_000622305.1,ATXN2,XP_008822169.1
GCF_017639785.1,ATXN2,XP_021084702.1
GCF_000955945.1,ATXN2,XP_011943594.1
GCF_907164565.1,ATXN2,XP_055483354.1
GCF_017639785.1,ATXN2,XP_040610418.1
GCF_020740685.1,ATXN2,XP_044986762.1
GCF_018350175.1,ATXN2,XP_006942286.3
GCF_017639785.1,ATXN2,XP_040610440.1
GCF_011100685.1,ATXN2,XP_038399817.1
GCF_000622305.1,ATXN2,XP_017651288.1
GCF_018350175.1,ATXN2,XP_023102859.2
GCF_014176215.1,ATXN2,KAF6439813.1
GCF_000622305.1,ATXN2,XP_008822166.1
GCF_000955945.1,ATXN2,XP_011943545.1
GCF_018350175.1,ATXN2,XP_023102858.2
GCF_000622305.1,ATXN2,XP_008822164.1
GCF_017639785.1,ATXN2,XP_012970921.1
GCF_027595985.1,ATXN2,XP_054991353.1
GCF_014176215.1,ATXN2,KAF6439797.1
GCF_000955945.1,ATXN2,XP_011943679.1
GCF_027887165.1,ATXN2,XP_007499519.1
GCF_027595985.1,ATXN2,XP_054991356.1
GCF_000622305.1,ATXN2,XP_008822159.1
GCF_027595985.1,ATXN2,XP_054991351.1
GCF_000001635.27,ATXN2,XP_030098386.1
GCF_000151735.1,ATXN2,XP_012997212.1
GCF_020740685.1,ATXN2,XP_044986761.1
GCF_902635505.1,ATXN2,XP_031818953.1
GCF_018350175.1,ATXN2,XP_023102863.2
GCF_000003025.6,ATXN2,XP_020943707.1
GCF_018350175.1,ATXN2,XP_023102865.2
GCF_018350175.1,ATXN2,XP_023102857.2
GCF_018350175.1,ATXN2,XP_023102856.2
GCF_027595985.1,ATXN2,XP_054991352.1
GCF_018350175.1,ATXN2,XP_023102860.2
GCF_027595985.1,ATXN2,XP_054991354.1
GCF_018350175.1,ATXN2,XP_023102851.2
GCF_027595985.1,ATXN2,XP_054991349.1
GCF_027595985.1,ATXN2,XP_054991360.1
GCF_027595985.1,ATXN2,XP_054991359.1
GCF_018350175.1,ATXN2,XP_044903408.1
GCF_014176215.1,ATXN2,KAF6439798.1
GCF_014176215.1,ATXN2,KAF6439809.1
GCF_014176215.1,ATXN2,KAF6439800.1
GCF_000247695.1,ATXN2,XP_004856111.1
GCF_014176215.1,ATXN2,XP_036081326.1
GCF_001890085.2,ATXN2,XP_019504045.1
GCF_003426925.1,ATXN2,XP_026247848.1
GCF_009762305.2,ATXN2,XP_027466551.1
GCF_000247695.1,ATXN2,XP_012931884.1
GCF_000247695.1,ATXN2,XP_004856110.1
GCF_015220235.1,ATXN2,XP_037670168.1
GCF_000247695.1,ATXN2,XP_012931888.1
GCF_000003025.6,ATXN2,XP_003354609.2
GCF_000001635.27,ATXN2,XP_017177698.1
GCF_000004195.4,ATXN2,KAE8577552.1
GCF_000247695.1,ATXN2,XP_021093066.1
GCF_000001635.27,ATXN2,XP_030098384.1
GCF_000001635.27,ATXN2,EDL17382.1
GCF_000955945.1,ATXN2,XP_011943684.1
GCF_004115215.2,ATXN2,XP_028913483.1
GCF_023065955.2,ATXN2,XP_026371481.1
GCF_011100685.1,ATXN2,XP_005621423.1
GCF_002863925.1,ATXN2,XP_023471829.1
GCF_004115215.2,ATXN2,XP_028913484.1
GCF_017639785.1,ATXN2,XP_040610449.1
GCF_000955945.1,ATXN2,XP_011943710.1
GCF_009762305.2,ATXN2,XP_027466549.1
GCF_000622305.1,ATXN2,XP_008822173.1
GCF_000001635.27,ATXN2,BAE34586.1
GCF_011100685.1,ATXN2,XP_022275617.1
GCF_011764305.1,ATXN2,XP_044928409.1
GCF_023065955.2,ATXN2,XP_026371479.1
GCF_000247695.1,ATXN2,XP_004856103.1
GCF_011100685.1,ATXN2,XP_038399755.1
GCF_011100685.1,ATXN2,XP_022275611.1
GCF_011100685.1,ATXN2,XP_005621422.1
GCF_011100685.1,ATXN2,XP_038399813.1
GCF_000003025.6,ATXN2,XP_005662107.2
GCF_004115215.2,ATXN2,XP_028913481.1
GCF_011100685.1,ATXN2,XP_022275612.1
GCF_000004195.4,ATXN2,KAE8577553.1
GCF_021288785.2,ATXN2,XP_045731193.1
GCF_000003025.6,ATXN2,XP_003354610.2
GCF_011764305.1,ATXN2,XP_044928407.1
GCF_009762305.2,ATXN2,XP_027466557.1
GCF_011100685.1,ATXN2,XP_013969985.1
GCF_000955945.1,ATXN2,XP_011943691.1
GCF_000247695.1,ATXN2,XP_004856097.1
GCF_009762305.2,ATXN2,XP_027466553.1
GCF_000003025.6,ATXN2,XP_005662106.2
GCF_009762305.2,ATXN2,XP_027466547.1
GCF_000955945.1,ATXN2,XP_011943650.1
GCF_000003025.6,ATXN2,XP_003354612.2
GCF_000003025.6,ATXN2,XP_003124559.3
GCF_000247695.1,ATXN2,XP_021093060.1
GCF_023065955.2,ATXN2,XP_026371482.1
GCF_004115215.2,ATXN2,XP_028913482.1
GCF_000955945.1,ATXN2,XP_011943640.1
GCF_009762305.2,ATXN2,XP_027466561.1
GCF_009762305.2,ATXN2,XP_027466544.1
GCF_011100685.1,ATXN2,XP_022275616.1
GCF_011100685.1,ATXN2,XP_005621421.1
GCF_023065955.2,ATXN2,XP_026371478.1
GCF_023065955.2,ATXN2,XP_026371484.1
GCF_014570535.1,ATXN2,XP_017498460.1
GCF_023065955.2,ATXN2,XP_026371474.1
GCF_011100685.1,ATXN2,XP_022275609.1
GCF_011100685.1,ATXN2,XP_022275619.1
GCF_011100685.1,ATXN2,XP_022275610.1
GCF_002863925.1,ATXN2,XP_023471830.1
GCF_002863925.1,ATXN2,XP_023471826.1
GCF_002863925.1,ATXN2,XP_023471825.1
GCF_027595985.1,ATXN2,XP_054991361.1
GCF_023065955.2,ATXN2,XP_048080443.1
GCF_011100685.1,ATXN2,XP_013969983.1
GCF_002863925.1,ATXN2,XP_023471831.1
GCF_009762305.2,ATXN2,XP_027466554.1
GCF_009762305.2,ATXN2,XP_027466550.1
GCF_021288785.2,ATXN2,XP_054363551.1
GCF_011764305.1,ATXN2,XP_044928410.1
GCF_014108235.1,ATXN2,XP_036158986.1
GCF_009762305.2,ATXN2,XP_027466548.1
GCF_009762305.2,ATXN2,XP_027466545.1
GCF_023065955.2,ATXN2,XP_026371480.1
GCF_009762305.2,ATXN2,XP_027466546.1
GCF_021288785.2,ATXN2,XP_045731200.1
GCF_009762305.2,ATXN2,XP_027466558.1
GCF_011764305.1,ATXN2,XP_044928415.1
GCF_011764305.1,ATXN2,XP_044928396.1
GCF_011764305.1,ATXN2,XP_044928401.1
GCF_023065955.2,ATXN2,XP_026371476.1
GCF_011764305.1,ATXN2,XP_044928400.1
GCF_023065955.2,ATXN2,XP_026371473.1
GCF_011764305.1,ATXN2,XP_044928397.1
GCF_023065955.2,ATXN2,XP_044246065.1
GCF_011764305.1,ATXN2,XP_044928394.1
GCF_023065955.2,ATXN2,XP_026371483.1
GCF_011764305.1,ATXN2,XP_044928416.1
GCF_021288785.2,ATXN2,XP_045731194.1
GCF_011764305.1,ATXN2,XP_044928411.1
GCF_011764305.1,ATXN2,XP_044928398.1
GCF_011764305.1,ATXN2,XP_044928395.1
GCF_011764305.1,ATXN2,XP_044928402.1
GCF_011764305.1,ATXN2,XP_044928399.1
GCF_011764305.1,ATXN2,XP_044928408.1
GCF_010993605.1,ATXN2,XP_032823364.1
GCF_000003025.6,ATXN2,XP_020943700.1
GCF_000003025.6,ATXN2,XP_020943701.1
GCF_011764305.1,ATXN2,XP_044928390.1
GCF_014570535.1,ATXN2,XP_036848208.1
GCF_014570535.1,ATXN2,XP_036848201.1
GCF_014570535.1,ATXN2,XP_017498461.1
GCF_000247695.1,ATXN2,XP_012931885.1
GCF_014570535.1,ATXN2,XP_017498455.1
GCF_000247695.1,ATXN2,EHB11837.1
GCF_014570535.1,ATXN2,XP_017498452.1
GCF_004329235.1,ATXN2,XP_028557895.1
GCF_014108235.1,ATXN2,XP_036158987.1
GCF_014108235.1,ATXN2,XP_036158980.1
GCF_010993605.1,ATXN2,XP_032823363.1
GCF_014108235.1,ATXN2,XP_036158979.1
GCF_010993605.1,ATXN2,XP_032823360.1
GCF_014108235.1,ATXN2,XP_036158974.1
GCF_014108235.1,ATXN2,XP_036158995.1
GCF_004115215.2,ATXN2,XP_039766770.1
GCF_011100685.1,ATXN2,XP_038399832.1
GCF_004115215.2,ATXN2,XP_039766771.1
GCF_004115215.2,ATXN2,XP_039766773.1
GCF_000003025.6,ATXN2,XP_005662109.2
GCF_023065955.2,ATXN2,XP_044246066.1
GCF_010993605.1,ATXN2,XP_032823365.1
GCF_004329235.1,ATXN2,XP_028557893.1
GCF_010993605.1,ATXN2,XP_032823361.1
GCF_009762305.2,ATXN2,XP_027466560.1
GCF_011764305.1,ATXN2,XP_044928419.1
GCF_014108235.1,ATXN2,KAF6272016.1
GCF_023065955.2,ATXN2,XP_044246064.1
GCF_011764305.1,ATXN2,XP_044928417.1
GCF_000003025.6,ATXN2,XP_020943703.1
GCF_014570535.1,ATXN2,XP_036848228.1
GCF_000004195.4,ATXN2,KAE8577554.1
GCF_021288785.2,ATXN2,XP_054363553.1
GCF_014108235.1,ATXN2,KAF6272015.1
GCF_014108235.1,ATXN2,KAF6272013.1
GCF_014108235.1,ATXN2,KAF6272014.1
GCF_000001635.27,ATXN2,EDL17380.1
GCF_000001635.27,ATXN2,EDL17387.1
GCF_000001635.27,ATXN2,EDL17383.1
GCF_000247695.1,ATXN2,XP_021093064.1
GCF_000247695.1,ATXN2,XP_021093065.1
GCF_000955945.1,ATXN2,XP_011943701.1
GCF_014570535.1,ATXN2,XP_036848230.1
GCF_014570535.1,ATXN2,XP_017498466.1
GCF_014570535.1,ATXN2,XP_017498458.1
GCF_014570535.1,ATXN2,XP_036848205.1
GCF_014570535.1,ATXN2,XP_036848220.1
GCF_014570535.1,ATXN2,XP_017498457.1
GCF_014570535.1,ATXN2,XP_017498454.1
GCF_014570535.1,ATXN2,XP_036848223.1
GCF_014570535.1,ATXN2,XP_036848219.1
GCF_014570535.1,ATXN2,XP_017498456.1
GCF_014570535.1,ATXN2,XP_017498459.1
GCF_014570535.1,ATXN2,XP_017498453.1
GCF_014570535.1,ATXN2,XP_036848236.1
GCF_014108235.1,ATXN2,XP_036158985.1
GCF_014108235.1,ATXN2,XP_036158984.1
GCF_014570535.1,ATXN2,XP_017498449.1
GCF_014108235.1,ATXN2,XP_036158976.1
GCF_014108235.1,ATXN2,XP_036158989.1
GCF_014570535.1,ATXN2,XP_036848209.1
GCF_014108235.1,ATXN2,XP_036158975.1
GCF_014108235.1,ATXN2,XP_036158992.1
GCF_014108235.1,ATXN2,XP_036158981.1
GCF_014570535.1,ATXN2,XP_036848218.1
GCF_014570535.1,ATXN2,XP_036848213.1
GCF_014108235.1,ATXN2,XP_036158973.1
GCF_014570535.1,ATXN2,XP_036848217.1
GCF_004329235.1,ATXN2,XP_028557894.1
GCF_000001635.27,ATXN2,AAH43451.1
GCF_014108235.1,ATXN2,XP_036158978.1
GCF_015852505.1,ATXN2,XP_038618271.1
GCF_004115215.2,ATXN2,XP_039766775.1
GCF_004115215.2,ATXN2,XP_039766776.1
GCF_004115215.2,ATXN2,XP_039766772.1
GCF_014570535.1,ATXN2,XP_017498465.1
GCF_014108235.1,ATXN2,XP_036158993.1
GCF_014176215.1,ATXN2,KAF6439796.1
GCF_000001635.27,ATXN2,AAH34083.1
GCF_001858045.2,ATXN2,XP_005463928.1
GCF_019393635.1,ATXN2,XP_043836882.1
GCF_902827165.1,ATXN2,XP_033998881.1
GCF_902827165.1,ATXN2,XP_033998880.1
GCF_001858045.2,ATXN2,XP_025762270.1
GCF_900408965.1,ATXN2,XP_039887761.1
GCF_900408965.1,ATXN2,XP_039887762.1
GCF_900408965.1,ATXN2,XP_039887760.1
GCF_900408965.1,ATXN2,XP_039887759.1
GCF_900408965.1,ATXN2,XP_039887763.1
GCF_000004195.4,ATXN2,KAE8577555.1
GCF_000004195.4,ATXN2,KAE8577556.1
GCF_011100685.1,ATXN2,XP_038399828.1
GCF_011100685.1,ATXN2,XP_038524677.1
GCF_014108235.1,ATXN2,XP_036158994.1
GCF_023159225.1,ATXN2,XP_048189122.1
GCF_015220235.1,ATXN2,XP_037670167.1
GCF_011764305.1,ATXN2,XP_044928418.1
GCF_907164565.1,ATXN2,XP_055483362.1
GCF_017639785.1,ATXN2,XP_040610445.1
GCF_018350175.1,ATXN2,XP_044903409.1
GCF_000955945.1,CSTB,XP_011887146.1
GCF_000955945.1,CSTB,XP_011895517.1
GCF_002863925.1,CSTB,XP_001491217.1
GCF_002863925.1,CSTB,XP_001491190.3
GCF_000003025.6,CSTB,Q29290.1
GCF_003426925.1,CSTB,XP_026265882.1
GCF_015220235.1,CSTB,XP_037690219.1
GCF_000003025.6,CSTB,ABN71232.1
GCF_000622305.1,CSTB,XP_008825607.1
GCF_002204375.1,CSTB,XP_021505384.1
GCF_000003025.6,CSTB,NP_001090965.1
GCF_023065955.2,CSTB,XP_026351799.1
GCF_907164565.1,CSTB,XP_055463136.1
GCF_014570535.1,CSTB,XP_017525466.1
GCF_002099425.1,CSTB,XP_020829541.1
GCF_902635505.1,CSTB,XP_003763438.1
GCF_018350175.1,CSTB,XP_023094432.1
GCF_027595985.1,CSTB,XP_004602380.1
GCF_020740685.1,CSTB,XP_045006991.1
GCF_009762305.2,CSTB,XP_027437536.1
GCF_011100635.1,CSTB,XP_036601806.1
GCF_023159225.1,CSTB,XP_048202124.1
GCF_017639785.1,CSTB,XP_005088662.1
GCF_000001635.27,CSTB,NP_031819.1
GCF_009762305.2,CSTB,XP_027482260.1
GCF_014176215.1,CSTB,XP_015998982.1
GCF_019393635.1,CSTB,XP_043847170.1
GCF_021288785.2,CSTB,XP_045721026.1
GCF_000151735.1,CSTB,XP_003463995.1
GCF_011100635.1,CSTB,XP_036610411.1
GCF_015852505.1,CSTB,XP_038614228.1
GCF_027887165.1,CSTB,XP_001364996.2
GCF_014108235.1,CSTB,XP_036207403.1
GCF_014108235.1,CSTB,XP_036179201.1
GCF_907164565.1,CSTB,XP_055454029.1
GCF_014108235.1,CSTB,XP_036207406.1
GCF_000247695.1,CSTB,XP_004842556.1
GCF_016699485.2,CSTB,NP_001185577.1
GCF_005870125.1,CSTB,XP_021404874.1
GCF_014570535.1,CSTB,XP_036870491.1
GCF_020740685.1,CSTB,XP_045006992.1
GCF_004329235.1,CSTB,XP_028568597.1
GCF_020740685.1,CSTB,XP_045005752.1
GCF_000090745.2,CSTB,XP_003224104.1
GCF_001890085.2,CSTB,XP_019517084.1
GCF_027595985.1,CSTB,XP_054988072.1
GCF_020740685.1,CSTB,XP_045005751.1
GCF_020740685.1,CSTB,XP_045006993.1
GCF_001890085.2,CSTB,XP_019521554.1
GCF_017639785.1,CSTB,XP_005071579.1
GCF_000003025.6,CSTB,NP_999024.1
GCF_014108235.1,CSTB,XP_036207402.1
GCF_014176215.1,CSTB,XP_016003573.2
GCF_000003025.6,CSTB,P35479.1
GCF_002099425.1,CSTB,XP_020841814.1
GCF_016699485.2,CSTB,XP_416493.5
GCF_002863925.1,CSTB,XP_003363423.1
GCF_016699485.2,CSTB,XP_040517478.1
GCF_003426925.1,CSTB,XP_026251966.1
GCF_019393635.1,CSTB,XP_043854175.1
GCF_002099425.1,CSTB,XP_020841509.1
GCF_011100635.1,CSTB,XP_036599998.1
GCF_014570535.1,CSTB,XP_017532291.1
GCF_027887165.1,CSTB,XP_007493843.1
GCF_015852505.1,CSTB,XP_038614496.1
GCF_004329235.1,CSTB,XP_028568938.1
GCF_011764305.1,CSTB,XP_004745526.1
GCF_000001635.27,CSTB,NP_001028411.1
GCF_011100635.1,CSTB,XP_036598676.1
GCF_000003025.6,CSTB,Q28986.1
GCF_011100635.1,CSTB,XP_036598948.1
GCF_000003025.6,CSTB,NP_999025.1
GCF_000001635.27,CSTB,XP_156070.1
GCF_027595985.1,CSTB,XP_004606734.1
GCF_001890085.2,CSTB,XP_019506613.1
GCF_010993605.1,CSTB,XP_032832493.1
GCF_000001635.27,CSTB,NP_001371019.1
GCF_000001635.27,CSTB,NP_001076016.1
GCF_006547405.1,CSTB,XP_030714011.1
GCF_000090745.2,CSTB,XP_003216813.1
GCF_011100635.1,CSTB,XP_036599996.1
GCF_000151735.1,CSTB,XP_003469356.2
GCF_027744805.1,CSTB,XP_054621721.1
GCF_000151735.1,CSTB,XP_003464211.2
